1,2,4,520,189,-1,-1,-131151
2,2,5,529,192,1.224,0.612,-1712273
3,2,6,531,194,0.365,0.182,-1581966
4,2,7,531,194,0,0,-1845140
5,2,8,532,193,0.182,0.091,-4279992
6,2,9,534,192,0.288,0.144,-2109852
7,2,10,564,180,4.168,2.084,-2898339
8,2,11,559,174,1.008,0.504,-5796043
9,2,12,586,148,4.835,2.418,-2634402
10,2,13,593,138,1.575,0.787,-2898600
11,2,14,595,134,0.577,0.288,-2240668
12,2,15,595,133,0.129,0.064,-6125008
13,2,16,632,117,5.2,2.6,-2305441
14,2,17,660,101,4.16,2.08,-68462
15,2,18,671,111,1.918,0.959,-80
16,2,19,682,124,2.197,1.098,-65609
17,2,20,687,155,4.051,2.025,-2966439
18,2,21,688,173,2.326,1.163,-3098028
19,2,22,698,200,3.714,1.857,-1910679
20,2,23,696,213,1.697,0.848,-1452433
21,2,24,688,219,1.29,0.645,-2172824
22,2,25,681,244,3.349,1.675,-2110363
23,2,26,691,266,3.117,1.559,-2307229
24,2,27,692,269,0.408,0.204,-2700449
25,2,28,675,274,2.286,1.143,-1715092
26,2,29,684,282,1.553,0.777,-1714324
27,2,30,690,288,1.095,0.547,-2305691
28,2,31,683,279,1.471,0.735,-1912473
29,2,32,683,283,0.516,0.258,-1911701
30,2,33,694,274,1.833,0.917,-2240668
31,2,34,695,275,0.182,0.091,-1977237
32,2,35,687,273,1.064,0.532,-2962338
33,2,36,685,272,0.288,0.144,-2109084
34,2,37,682,278,0.865,0.433,-2042265
35,2,38,682,278,0,0,-1978264
36,2,39,688,281,0.865,0.433,-1516685
37,2,40,685,283,0.465,0.233,-1911190
38,2,41,689,283,0.516,0.258,-1714324
39,2,42,689,283,0,0,-1911701
40,2,43,689,282,0.129,0.064,-1320334
41,2,44,689,278,0.516,0.258,-2240666
42,2,45,685,276,0.577,0.288,-4872126
43,2,46,695,255,3,1.5,-1714065
44,2,47,688,255,0.903,0.452,-2767780
45,2,48,678,244,1.918,0.959,-2961572
46,2,49,669,243,1.168,0.584,-4940481
47,2,50,614,205,8.624,4.312,-2044318
48,2,51,591,211,3.066,1.533,-3225773
49,2,52,584,210,0.912,0.456,-2832805
50,2,53,581,212,0.465,0.233,-5598410
51,2,54,560,189,4.018,2.009,-3491758
52,2,55,558,189,0.258,0.129,-2766501
53,2,56,557,189,0.129,0.064,-5004995
54,2,57,544,194,1.797,0.898,-2110113
55,2,58,535,214,2.829,1.415,-1716121
56,2,59,543,216,1.064,0.532,-2899881
57,2,60,547,217,0.532,0.266,-3031467
58,2,61,548,217,0.129,0.064,-3292843
59,2,62,550,218,0.288,0.144,-3686574
60,2,63,551,219,0.182,0.091,-3620268
61,2,64,554,223,0.645,0.322,-4148665
62,2,65,556,226,0.465,0.233,-5333190
63,2,66,563,230,1.04,0.52,-5531337
64,2,67,579,232,2.08,1.04,-5398983
65,2,68,609,235,3.889,1.945,-2767012
