average_reponse_time,correct,datetime,ear,practice,response,resposne_time,sound,subject
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,yes,o,NA,300Hz-0diff_test,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,yes,t,NA,300Hz-200diff_test,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-2diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-20diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-8diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-2diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-0diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-8diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-4diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-4diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-8diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-20diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,2000Hz-20diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-0diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,60Hz-20diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-2diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-0diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-4diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-4diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-20diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,2000Hz-20diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,2000Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-8diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-20diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,250Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,2000Hz-20diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,t,NA,250Hz-20diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-2diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,right,no,o,NA,60Hz-0diff,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,left,yes,o,NA,300Hz-0diff_test,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,left,yes,t,NA,300Hz-200diff_test,6
NA,1,dim. 29 janv. 2017 13:01:58 CET,left,no,t,NA,60Hz-20diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,left,no,o,NA,250Hz-4diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,left,no,o,NA,2000Hz-8diff,6
NA,0,dim. 29 janv. 2017 13:01:58 CET,left,no,o,NA,250Hz-2diff,6
